"Research that uses data from D-PLACE should cite both the original source(s) of  the data and the paper by Kirby et al. in which D-PLACE was first presented  (e.g., research using cultural data from the Binford Hunter-Gatherer dataset: ""Binford (2001);  Binford and Johnson (2006); Kirby et al. Submitted)."" The reference list should include the date data were  accessed and URL for D-PLACE (https://d-place.org), in addition to the full references for Binford (2001),  Binford and Johnson (2006), and Kirby et al. Submitted."
Source,Preferred society name,Society id,Cross-dataset id,Original society name,Revised latitude,Revised longitude,Original latitude,Original longitude,Glottolog language/dialect id,Glottolog language/dialect name,ISO code,Language family,Focal Year: EA050 Sex differences: gathering,Code: EA050 Sex differences: gathering,Description: EA050 Sex differences: gathering,Comment: EA050 Sex differences: gathering,Subcase: EA050 Sex differences: gathering,References: EA050 Sex differences: gathering,Focal Year: EA052 Sex Differences: fishing,Code: EA052 Sex Differences: fishing,Description: EA052 Sex Differences: fishing,Comment: EA052 Sex Differences: fishing,Subcase: EA052 Sex Differences: fishing,References: EA052 Sex Differences: fishing,Focal Year: EA054 Sex differences: agriculture,Code: EA054 Sex differences: agriculture,Description: EA054 Sex differences: agriculture,Comment: EA054 Sex differences: agriculture,Subcase: EA054 Sex differences: agriculture,References: EA054 Sex differences: agriculture,Focal Year: EA051 Sex differences: hunting,Code: EA051 Sex differences: hunting,Description: EA051 Sex differences: hunting,Comment: EA051 Sex differences: hunting,Subcase: EA051 Sex differences: hunting,References: EA051 Sex differences: hunting
Ethnographic Atlas,Meru,Ad35,xd104,Meru (Ad35),0.0,35.0,0.0,35.0,meru1245,Meru,mer,Atlantic-Congo,,NA,Missing data,,,,1940,9,The activity is absent or unimportant in the particular society,,"To be distinguished from the tribe of the same name on the southeast slope f Mt. Mero, who are a branch of the Chagga",Holding(1942); Middleton(1953); Lambert(1956); ,1940,5,"Both sexes participate, but females do appreciably more than males",,"To be distinguished from the tribe of the same name on the southeast slope f Mt. Mero, who are a branch of the Chagga",Holding(1942); Middleton(1953); Lambert(1956); ,1940,1,"Males alone perform the activity, female participation being negligible",,"To be distinguished from the tribe of the same name on the southeast slope f Mt. Mero, who are a branch of the Chagga",Holding(1942); Middleton(1953); Lambert(1956); 
Ethnographic Atlas,Suku,Ac17,xd41,Suku (Ac17),-6.0,18.0,-6.0,18.0,suku1259,Suku,sub,Atlantic-Congo,,NA,Missing data,,,,1910,4,Equal participation by both sexes without marked or reported differentiation in specific tasks,,Feshi territory lineage center,Torday and Joyce(1906); Holemans(1959); Kopytoff(1971); Kopytoff(1965); Kopytoff(1964); Kopytoff(1961); Kopytoff(1977); Van de Ginste(1947); ,1910,5,"Both sexes participate, but females do appreciably more than males",,Feshi territory lineage center,Torday and Joyce(1906); Holemans(1959); Kopytoff(1971); Kopytoff(1965); Kopytoff(1964); Kopytoff(1961); Kopytoff(1977); Van de Ginste(1947); ,1910,1,"Males alone perform the activity, female participation being negligible",,Feshi territory lineage center,Torday and Joyce(1906); Holemans(1959); Kopytoff(1971); Kopytoff(1965); Kopytoff(1964); Kopytoff(1961); Kopytoff(1977); Van de Ginste(1947); 
Ethnographic Atlas,Upolu Samoans,Ii14,xd880,Upolu (Ii14),-13.94,-171.77,-14.0,172.0,samo1305,Samoan,smo,Austronesian,1829,9,The activity is absent or unimportant in the particular society,,,Grattan(1948); Bulow(1971); Buck(1930); Stair(1897); Turner(1884); Kramer(1906); Keesing(1934); Kramer(1901-02); Ember(1962); Davidson(1948); Panoff(1964); ,1829,2,"Both sexes participate, but males do appreciably more than females",,,Grattan(1948); Bulow(1971); Buck(1930); Stair(1897); Turner(1884); Kramer(1906); Keesing(1934); Kramer(1901-02); Ember(1962); Davidson(1948); Panoff(1964); ,1829,2,"Both sexes participate, but males do appreciably more than females",,,Grattan(1948); Bulow(1971); Buck(1930); Stair(1897); Turner(1884); Kramer(1906); Keesing(1934); Kramer(1901-02); Ember(1962); Davidson(1948); Panoff(1964); ,1829,9,The activity is absent or unimportant in the particular society,,,Grattan(1948); Bulow(1971); Buck(1930); Stair(1897); Turner(1884); Kramer(1906); Keesing(1934); Kramer(1901-02); Ember(1962); Davidson(1948); Panoff(1964); 
Ethnographic Atlas,Tasiilaq,Na24,xd1040,Angmagsalik (Na24),66.0,-37.0,66.0,-37.0,east2535,East Greenlandic,,Eskimo-Aleut,1880,6,"Females alone perform the activity, male participation being negligible",,,Thalbitzer(1914); Holm(1911); Rink(1911); Ostermann(1938); Thalbitzer(1917-21); ,1880,1,"Males alone perform the activity, female participation being negligible",,,Thalbitzer(1914); Holm(1911); Rink(1911); Ostermann(1938); Thalbitzer(1917-21); ,1880,9,The activity is absent or unimportant in the particular society,,,Thalbitzer(1914); Holm(1911); Rink(1911); Ostermann(1938); Thalbitzer(1917-21); ,1880,1,"Males alone perform the activity, female participation being negligible",,,Thalbitzer(1914); Holm(1911); Rink(1911); Ostermann(1938); Thalbitzer(1917-21); 
Ethnographic Atlas,Kutchin,Na20,xd1037,Kutchin (Na20),66.0,-135.0,66.0,-135.0,gwic1235,Gwich'in,gwi,Athapaskan-Eyak-Tlingit,,NA,Missing data,,,,1880,2,"Both sexes participate, but males do appreciably more than females",,with special reference to the Tatlit of Peel River Kutchin,Slobodin(1962); Osgood(1936); ,1880,9,The activity is absent or unimportant in the particular society,,with special reference to the Tatlit of Peel River Kutchin,Slobodin(1962); Osgood(1936); ,1880,1,"Males alone perform the activity, female participation being negligible",,with special reference to the Tatlit of Peel River Kutchin,Slobodin(1962); Osgood(1936); 
Ethnographic Atlas,Bagirmi,Ai21,xd350,Bagirmi (Ai21),11.0,17.0,11.0,17.0,bagi1246,Bagirmi,bmi,Central Sudanic,1880,6,"Females alone perform the activity, male participation being negligible",,,Nachtigal(1881b); Gaden(1909); Duvallee(1925); Lebeuf(1959); ,1880,1,"Males alone perform the activity, female participation being negligible",,,Nachtigal(1881b); Gaden(1909); Duvallee(1925); Lebeuf(1959); ,,NA,Missing data,,,,,NA,Missing data,,,
Ethnographic Atlas,Balinese,Ib3,xd752,Balinese (Ib3),-8.18,115.02,-8.0,115.0,bali1278,Balinese,ban,Austronesian,1950,1,"Males alone perform the activity, female participation being negligible",,Tihingan Village,Franken et al.(1960); Belo(1936); Mead and MacGregor(1951); Belo(1970); Kahin(1963); Grant(1964); Geertz(1967); Geertz(1963); Covarrubias(1937); Geertz(1959b); Geertz(1959a); Geertz and Geertz(1959); ,1950,9,The activity is absent or unimportant in the particular society,,Tihingan Village,Franken et al.(1960); Belo(1936); Mead and MacGregor(1951); Belo(1970); Kahin(1963); Grant(1964); Geertz(1967); Geertz(1963); Covarrubias(1937); Geertz(1959b); Geertz(1959a); Geertz and Geertz(1959); ,1950,1,"Males alone perform the activity, female participation being negligible",,Tihingan Village,Franken et al.(1960); Belo(1936); Mead and MacGregor(1951); Belo(1970); Kahin(1963); Grant(1964); Geertz(1967); Geertz(1963); Covarrubias(1937); Geertz(1959b); Geertz(1959a); Geertz and Geertz(1959); ,1950,9,The activity is absent or unimportant in the particular society,,Tihingan Village,Franken et al.(1960); Belo(1936); Mead and MacGregor(1951); Belo(1970); Kahin(1963); Grant(1964); Geertz(1967); Geertz(1963); Covarrubias(1937); Geertz(1959b); Geertz(1959a); Geertz and Geertz(1959); 
Ethnographic Atlas,Boki,Af17,xd194,Boki (Af17),6.0,9.0,6.0,9.0,boky1238,Bokyi,bky,Atlantic-Congo,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,
Ethnographic Atlas,Lala,Ac33,xd59,Lala (Ac33),-15.0,31.0,-15.0,31.0,lala1264,Lala-Bisa,leb,Atlantic-Congo,,NA,Missing data,,,,1940,2,"Both sexes participate, but males do appreciably more than females",,,Whiteley(1951); Lambo(1946); Munday(1941); ,1940,5,"Both sexes participate, but females do appreciably more than males",,,Whiteley(1951); Lambo(1946); Munday(1941); ,1940,1,"Males alone perform the activity, female participation being negligible",,,Whiteley(1951); Lambo(1946); Munday(1941); 
Ethnographic Atlas,Sinkaitk,Nd15,xd1147,Sinkaitk (Nd15),49.0,-120.0,49.0,-120.0,sout2963,Southern Okanogan,,Salishan,1880,6,"Females alone perform the activity, male participation being negligible",,,Cline et al.(1938); ,1880,1,"Males alone perform the activity, female participation being negligible",,,Cline et al.(1938); ,1880,9,The activity is absent or unimportant in the particular society,,,Cline et al.(1938); ,1880,2,"Both sexes participate, but males do appreciably more than females",,,Cline et al.(1938); 
Ethnographic Atlas,Ekonda,Ae20,xd139,Ekonda (Ae20),-2.0,18.0,-2.0,18.0,ekon1238,Ekonda Mongo,,Atlantic-Congo,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,
Ethnographic Atlas,Inughuit (Northern Greenland),Na14,xd1031,Polar Eskimo (Na14),78.0,-70.0,78.0,-70.0,pola1254,Polar Eskimo,,Eskimo-Aleut,1880,3,Differentiation of specific tasks by sex but approximately equal participation by both sexes in the total activity,,,Oswalt(1963); Steensby(1910); Kroeber(1899); Ekblaw(1927-28); Birket-Smith(1928); Rasmussen(1908); ,1880,2,"Both sexes participate, but males do appreciably more than females",,,Oswalt(1963); Steensby(1910); Kroeber(1899); Ekblaw(1927-28); Birket-Smith(1928); Rasmussen(1908); ,1880,9,The activity is absent or unimportant in the particular society,,,Oswalt(1963); Steensby(1910); Kroeber(1899); Ekblaw(1927-28); Birket-Smith(1928); Rasmussen(1908); ,1880,2,"Both sexes participate, but males do appreciably more than females",,,Oswalt(1963); Steensby(1910); Kroeber(1899); Ekblaw(1927-28); Birket-Smith(1928); Rasmussen(1908); 
Ethnographic Atlas,Sangu,Ad23,xd91,Sangu (Ad23),-8.0,34.0,-8.0,34.0,sang1330,Sangu (Tanzania),sbp,Atlantic-Congo,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,
Ethnographic Atlas,Banna,Ca19,xd425,Banna (Ca19),6.0,36.0,6.0,36.0,hame1242,Hamer-Banna,amf,South Omotic,,NA,Missing data,,,,1950,9,The activity is absent or unimportant in the particular society,,,Fleming(1965); Jensen(1959); ,1950,3,Differentiation of specific tasks by sex but approximately equal participation by both sexes in the total activity,,,Fleming(1965); Jensen(1959); ,1950,1,"Males alone perform the activity, female participation being negligible",,,Fleming(1965); Jensen(1959); 
Ethnographic Atlas,Umatilla,Nd19,xd1151,Umatilla (Nd19),46.0,-119.0,46.0,-119.0,umat1237,Umatilla,uma,Sahaptian,1860,6,"Females alone perform the activity, male participation being negligible",,,Ray(1942); Ray(1939); Rigsby(1963); ,1860,1,"Males alone perform the activity, female participation being negligible",,,Ray(1942); Ray(1939); Rigsby(1963); ,1860,9,The activity is absent or unimportant in the particular society,,,Ray(1942); Ray(1939); Rigsby(1963); ,1860,1,"Males alone perform the activity, female participation being negligible",,,Ray(1942); Ray(1939); Rigsby(1963); 
Ethnographic Atlas,Ao,Ei14,xd701,Ao (Ei14),27.0,94.0,27.0,94.0,aona1235,Ao Naga,njo,Sino-Tibetan,1920,9,The activity is absent or unimportant in the particular society,,with special reference to the Chongli,Smith(1925b); Mills(1926); ,1920,1,"Males alone perform the activity, female participation being negligible",,with special reference to the Chongli,Smith(1925b); Mills(1926); ,1920,4,Equal participation by both sexes without marked or reported differentiation in specific tasks,,with special reference to the Chongli,Smith(1925b); Mills(1926); ,1920,1,"Males alone perform the activity, female participation being negligible",,with special reference to the Chongli,Smith(1925b); Mills(1926); 
Ethnographic Atlas,Elko Shoshoni,Nd42,xd1177,Elko Shoshoni (Nd42),41.0,-116.0,41.0,-116.0,west2622,Western Shoshoni,,Uto-Aztecan,1870,5,"Both sexes participate, but females do appreciably more than males",,"including the Carlin, Halleck, and Wells groups",Steward(1941); Steward(1938); ,1870,1,"Males alone perform the activity, female participation being negligible",,"including the Carlin, Halleck, and Wells groups",Steward(1941); Steward(1938); ,1870,9,The activity is absent or unimportant in the particular society,,"including the Carlin, Halleck, and Wells groups",Steward(1941); Steward(1938); ,1870,1,"Males alone perform the activity, female participation being negligible",,"including the Carlin, Halleck, and Wells groups",Steward(1941); Steward(1938); 
Ethnographic Atlas,Mimika,Ie30,xd808,Mimika (Ie30),-4.0,135.0,-4.0,135.0,kamo1255,Kamoro,kgq,Nuclear Trans New Guinea,1950,3,Differentiation of specific tasks by sex but approximately equal participation by both sexes in the total activity,,,Pouwer(1955); ,1950,3,Differentiation of specific tasks by sex but approximately equal participation by both sexes in the total activity,,,Pouwer(1955); ,,NA,Missing data,,,,1950,1,"Males alone perform the activity, female participation being negligible",,,Pouwer(1955); 
Ethnographic Atlas,Caribou Inuit,Na21,xd1038,Caribou Eskimo (Na21),63.0,-96.0,63.0,-96.0,cari1277,Caribou Eskimo,,Eskimo-Aleut,1900,5,"Both sexes participate, but females do appreciably more than males",,,Rasmusen(1930); Birket-Smith(1929); ,1900,2,"Both sexes participate, but males do appreciably more than females",,,Rasmusen(1930); Birket-Smith(1929); ,1900,9,The activity is absent or unimportant in the particular society,,,Rasmusen(1930); Birket-Smith(1929); ,1900,1,"Males alone perform the activity, female participation being negligible",,,Rasmusen(1930); Birket-Smith(1929); 
Ethnographic Atlas,Ainu,Ec7,xd635,Ainu (Ec7),44.0,144.0,44.0,144.0,ainu1240,Ainu (Japan),ain,Ainu,1900,6,"Females alone perform the activity, male participation being negligible",,Saru Basin in Hokkaido,Munro(1962); Cornell(1964); Sutherland(1948); Batchelor(1927); Batchelor(1895); Sugiura and Befu(1962); Watanabe(1964); Murdock(1934j); Hilger(1971); ,1900,3,Differentiation of specific tasks by sex but approximately equal participation by both sexes in the total activity,,Saru Basin in Hokkaido,Munro(1962); Cornell(1964); Sutherland(1948); Batchelor(1927); Batchelor(1895); Sugiura and Befu(1962); Watanabe(1964); Murdock(1934j); Hilger(1971); ,1900,5,"Both sexes participate, but females do appreciably more than males",,Saru Basin in Hokkaido,Munro(1962); Cornell(1964); Sutherland(1948); Batchelor(1927); Batchelor(1895); Sugiura and Befu(1962); Watanabe(1964); Murdock(1934j); Hilger(1971); ,1900,1,"Males alone perform the activity, female participation being negligible",,Saru Basin in Hokkaido,Munro(1962); Cornell(1964); Sutherland(1948); Batchelor(1927); Batchelor(1895); Sugiura and Befu(1962); Watanabe(1964); Murdock(1934j); Hilger(1971); 
Ethnographic Atlas,Negidal,ec17,xd625,Negidal (ec17),52.0,134.0,52.0,134.0,negi1245,Negidal,neg,Tungusic,1890,6,"Females alone perform the activity, male participation being negligible",,Upper Amgun' River group,Shternberg(1933a); Levin and Potapov(1956d); Gapanovich(1927); ,1890,2,"Both sexes participate, but males do appreciably more than females",,Upper Amgun' River group,Shternberg(1933a); Levin and Potapov(1956d); Gapanovich(1927); ,1890,9,The activity is absent or unimportant in the particular society,,Upper Amgun' River group,Shternberg(1933a); Levin and Potapov(1956d); Gapanovich(1927); ,1890,1,"Males alone perform the activity, female participation being negligible",,Upper Amgun' River group,Shternberg(1933a); Levin and Potapov(1956d); Gapanovich(1927); 
Ethnographic Atlas,Wishram,Nd18,xd1150,Wishram (Nd18),46.0,-121.0,46.0,-121.0,wasc1239,Wasco-Wishram,wac,Chinookan,1860,6,"Females alone perform the activity, male participation being negligible",,,Spier and Sapir(1930); ,1860,1,"Males alone perform the activity, female participation being negligible",,,Spier and Sapir(1930); ,1860,9,The activity is absent or unimportant in the particular society,,,Spier and Sapir(1930); ,1860,1,"Males alone perform the activity, female participation being negligible",,,Spier and Sapir(1930); 
Ethnographic Atlas,Kalaallit (West Greenland),Na25,xd1041,Greenlanders (Na25),68.66,-51.22,69.0,-53.0,west2617,West Greenlandic,,Eskimo-Aleut,1910,5,"Both sexes participate, but females do appreciably more than males",,with special reference to the inhabitants of the Egesminde District,Bugge(1952); Nansen(1893); Birket-Smith(1924); Porsild(1915); Cranz(1767); Saabye(1818); Egede(1818); Rink(1877); ,1910,1,"Males alone perform the activity, female participation being negligible",,with special reference to the inhabitants of the Egesminde District,Bugge(1952); Nansen(1893); Birket-Smith(1924); Porsild(1915); Cranz(1767); Saabye(1818); Egede(1818); Rink(1877); ,1910,9,The activity is absent or unimportant in the particular society,,with special reference to the inhabitants of the Egesminde District,Bugge(1952); Nansen(1893); Birket-Smith(1924); Porsild(1915); Cranz(1767); Saabye(1818); Egede(1818); Rink(1877); ,1910,1,"Males alone perform the activity, female participation being negligible",,with special reference to the inhabitants of the Egesminde District,Bugge(1952); Nansen(1893); Birket-Smith(1924); Porsild(1915); Cranz(1767); Saabye(1818); Egede(1818); Rink(1877); 
Ethnographic Atlas,Wadadokado,Nd22,xd1155,Wadadokado (Nd22),43.0,-119.0,43.0,-119.0,nort1551,North Northern Paiute,,Uto-Aztecan,1870,6,"Females alone perform the activity, male participation being negligible",,Wadadika of Harney Valley,Whiting(1950); Stewart(1941); Stewart(1937); ,1870,1,"Males alone perform the activity, female participation being negligible",,Wadadika of Harney Valley,Whiting(1950); Stewart(1941); Stewart(1937); ,1870,9,The activity is absent or unimportant in the particular society,,Wadadika of Harney Valley,Whiting(1950); Stewart(1941); Stewart(1937); ,1870,1,"Males alone perform the activity, female participation being negligible",,Wadadika of Harney Valley,Whiting(1950); Stewart(1941); Stewart(1937); 
Ethnographic Atlas,Kodi,Ic13,xd763,Kodi (Ic13),-9.66,119.07,-10.0,119.0,kodi1247,Kodi,kod,Austronesian,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,
Ethnographic Atlas,Southern Ute,Nd2,xd1152,Southern Ute (Nd2),38.0,-109.0,38.0,-109.0,utee1244,Ute,,Uto-Aztecan,1860,5,"Both sexes participate, but females do appreciably more than males",,,Stewart(1942); Stewart(1940); Gifford(1940); Opler(1940); Hill and Hill(1970); Lowie(1924); ,1860,1,"Males alone perform the activity, female participation being negligible",,,Stewart(1942); Stewart(1940); Gifford(1940); Opler(1940); Hill and Hill(1970); Lowie(1924); ,1860,3,Differentiation of specific tasks by sex but approximately equal participation by both sexes in the total activity,,,Stewart(1942); Stewart(1940); Gifford(1940); Opler(1940); Hill and Hill(1970); Lowie(1924); ,1860,1,"Males alone perform the activity, female participation being negligible",,,Stewart(1942); Stewart(1940); Gifford(1940); Opler(1940); Hill and Hill(1970); Lowie(1924); 
Ethnographic Atlas,Sherpa,Ee6,xd658,Sherpa (Ee6),28.0,87.0,28.0,87.0,sher1255,Sherpa,xsr,Sino-Tibetan,1950,9,The activity is absent or unimportant in the particular society,,with special reference to those of Khumbu,Furer-Haimendorf(1964); ,1950,9,The activity is absent or unimportant in the particular society,,with special reference to those of Khumbu,Furer-Haimendorf(1964); ,1950,3,Differentiation of specific tasks by sex but approximately equal participation by both sexes in the total activity,,with special reference to those of Khumbu,Furer-Haimendorf(1964); ,,NA,Missing data,,,
Ethnographic Atlas,Maidu,Nc12,xd1110,Maidu (Nc12),40.0,-121.0,40.0,-121.0,nort2952,Northeast Maidu,nmu,Maiduan,1850,5,"Both sexes participate, but females do appreciably more than males",,with special reference to the Northeastern Mountain Maidu,Gifford(1922i); Dixon(1905); Voegelin(1942); ,1850,2,"Both sexes participate, but males do appreciably more than females",,with special reference to the Northeastern Mountain Maidu,Gifford(1922i); Dixon(1905); Voegelin(1942); ,1850,9,The activity is absent or unimportant in the particular society,,with special reference to the Northeastern Mountain Maidu,Gifford(1922i); Dixon(1905); Voegelin(1942); ,1850,1,"Males alone perform the activity, female participation being negligible",,with special reference to the Northeastern Mountain Maidu,Gifford(1922i); Dixon(1905); Voegelin(1942); 
Ethnographic Atlas,Nupe,Af8,xd242,Nupe (Af8),9.0,6.0,9.0,6.0,nupe1254,Nupe-Nupe-Tako,nup,Atlantic-Congo,1930,5,"Both sexes participate, but females do appreciably more than males",,,Nadel(1942); Nadel(1954); Forde(1955); Banfield and MacIntyre(1915); Nadel(1940); ,,NA,Missing data,,,,1930,2,"Both sexes participate, but males do appreciably more than females",,,Nadel(1942); Nadel(1954); Forde(1955); Banfield and MacIntyre(1915); Nadel(1940); ,1930,1,"Males alone perform the activity, female participation being negligible",,,Nadel(1942); Nadel(1954); Forde(1955); Banfield and MacIntyre(1915); Nadel(1940); 
Ethnographic Atlas,Labrador Inuit,Na23,xd1039,Labrador Eskimo (Na23),58.0,-65.0,58.0,-65.0,labr1244,Labrador Eskimo,,Eskimo-Aleut,1890,6,"Females alone perform the activity, male participation being negligible",,with special reference to the Koksoagmiu,Turner(1894); Hawkes(1916); ,1890,1,"Males alone perform the activity, female participation being negligible",,with special reference to the Koksoagmiu,Turner(1894); Hawkes(1916); ,1890,9,The activity is absent or unimportant in the particular society,,with special reference to the Koksoagmiu,Turner(1894); Hawkes(1916); ,1890,1,"Males alone perform the activity, female participation being negligible",,with special reference to the Koksoagmiu,Turner(1894); Hawkes(1916); 
Ethnographic Atlas,Ellice,Ii4,xd883,Ellice (Ii4),-7.48,178.68,-8.0,178.0,tuva1244,Tuvalu,tvl,Austronesian,1890,9,The activity is absent or unimportant in the particular society,,with special reference to the inhabitants of Vaitupu,White(1965); Kennedy(1931); ,1890,3,Differentiation of specific tasks by sex but approximately equal participation by both sexes in the total activity,,with special reference to the inhabitants of Vaitupu,White(1965); Kennedy(1931); ,1890,2,"Both sexes participate, but males do appreciably more than females",,with special reference to the inhabitants of Vaitupu,White(1965); Kennedy(1931); ,1890,9,The activity is absent or unimportant in the particular society,,with special reference to the inhabitants of Vaitupu,White(1965); Kennedy(1931); 
Ethnographic Atlas,Chokwe,Ac12,xd36,Chokwe (Ac12),-10.0,21.0,-10.0,21.0,chok1245,Chokwe,cjk,Atlantic-Congo,,NA,Missing data,,,,1920,2,"Both sexes participate, but males do appreciably more than females",,,Jaspert and Jaspert(1930); McCulloch(1951); Baumann(1935); Torday and Joyce(1922b); ,1920,5,"Both sexes participate, but females do appreciably more than males",,,Jaspert and Jaspert(1930); McCulloch(1951); Baumann(1935); Torday and Joyce(1922b); ,1920,1,"Males alone perform the activity, female participation being negligible",,,Jaspert and Jaspert(1930); McCulloch(1951); Baumann(1935); Torday and Joyce(1922b); 
Ethnographic Atlas,Bannock,Nd63,xd1200,Bannock (Nd63),43.0,-112.0,43.0,-112.0,bann1248,Bannock,,Uto-Aztecan,1860,6,"Females alone perform the activity, male participation being negligible",,with special reference to the Eastern Bannock,Murphy and Murphy(1960); Steward(1943); Lowie(1930); ,1860,1,"Males alone perform the activity, female participation being negligible",,with special reference to the Eastern Bannock,Murphy and Murphy(1960); Steward(1943); Lowie(1930); ,1860,9,The activity is absent or unimportant in the particular society,,with special reference to the Eastern Bannock,Murphy and Murphy(1960); Steward(1943); Lowie(1930); ,1860,1,"Males alone perform the activity, female participation being negligible",,with special reference to the Eastern Bannock,Murphy and Murphy(1960); Steward(1943); Lowie(1930); 
Ethnographic Atlas,Kusasi,Ag41,xd279,Kusasi (Ag41),11.0,0.0,11.0,0.0,kusa1250,Kusaal,kus,Atlantic-Congo,,NA,Missing data,,,,,NA,Missing data,,,,1920,2,"Both sexes participate, but males do appreciably more than females",,,Rattray(1932); Manoukian(1952b); ,,NA,Missing data,,,
Ethnographic Atlas,Tiwi,Id3,xd778,Tiwi (Id3),-11.56,130.81,-12.0,131.0,tiwi1244,Tiwi,tiw,Tiwi,1920,6,"Females alone perform the activity, male participation being negligible",,Tiwi Tribe: Melville Island,Goodale(1971); Goodale(1962); Goodale(1960); Goodale(1959); Pilling(1957); Mountford(1958); Basedow(1913); Hart and Pilling(1960); ,1920,3,Differentiation of specific tasks by sex but approximately equal participation by both sexes in the total activity,,Tiwi Tribe: Melville Island,Goodale(1971); Goodale(1962); Goodale(1960); Goodale(1959); Pilling(1957); Mountford(1958); Basedow(1913); Hart and Pilling(1960); ,1920,9,The activity is absent or unimportant in the particular society,,Tiwi Tribe: Melville Island,Goodale(1971); Goodale(1962); Goodale(1960); Goodale(1959); Pilling(1957); Mountford(1958); Basedow(1913); Hart and Pilling(1960); ,1920,1,"Males alone perform the activity, female participation being negligible",,Tiwi Tribe: Melville Island,Goodale(1971); Goodale(1962); Goodale(1960); Goodale(1959); Pilling(1957); Mountford(1958); Basedow(1913); Hart and Pilling(1960); 
Ethnographic Atlas,Luiseño,Nc33,xd1133,Luiseno (Nc33),33.0,-117.0,33.0,-117.0,luis1253,Luiseno,lui,Uto-Aztecan,1860,5,"Both sexes participate, but females do appreciably more than males",,,Drucker(1937); White(1963); Harrington(1934); Kroeber(1917a); Gifford(1918c); Malccot(1964); Strong(1929a); Du Bois(1908); Sparkman(1908); ,,NA,Missing data,,,,1860,9,The activity is absent or unimportant in the particular society,,,Drucker(1937); White(1963); Harrington(1934); Kroeber(1917a); Gifford(1918c); Malccot(1964); Strong(1929a); Du Bois(1908); Sparkman(1908); ,1860,1,"Males alone perform the activity, female participation being negligible",,,Drucker(1937); White(1963); Harrington(1934); Kroeber(1917a); Gifford(1918c); Malccot(1964); Strong(1929a); Du Bois(1908); Sparkman(1908); 
Ethnographic Atlas,Manus,Ig9,xd861,Manus (Ig9),-2.0,147.0,-2.0,147.0,tita1241,Titan,ttv,Austronesian,1920,6,"Females alone perform the activity, male participation being negligible",,Peri Village,Mead(1937b); Mead(1934); Mead(1932a); Mead(1930b); Mead(1930a); Fortune(1935); Mead(1969); ,1920,2,"Both sexes participate, but males do appreciably more than females",,Peri Village,Mead(1937b); Mead(1934); Mead(1932a); Mead(1930b); Mead(1930a); Fortune(1935); Mead(1969); ,1920,9,The activity is absent or unimportant in the particular society,,Peri Village,Mead(1937b); Mead(1934); Mead(1932a); Mead(1930b); Mead(1930a); Fortune(1935); Mead(1969); ,1920,9,The activity is absent or unimportant in the particular society,,Peri Village,Mead(1937b); Mead(1934); Mead(1932a); Mead(1930b); Mead(1930a); Fortune(1935); Mead(1969); 
Ethnographic Atlas,Pende,Ac2,xd44,Pende (Ac2),-6.0,20.0,-6.0,20.0,phen1239,Phende,pem,Atlantic-Congo,,NA,Missing data,,,,1920,6,"Females alone perform the activity, male participation being negligible",,,Sousberghe(1955); Torday and Joyce(1922c); ,1920,5,"Both sexes participate, but females do appreciably more than males",,,Sousberghe(1955); Torday and Joyce(1922c); ,1920,9,The activity is absent or unimportant in the particular society,,,Sousberghe(1955); Torday and Joyce(1922c); 
Ethnographic Atlas,Santa Cruz Islanders,Ih9,xd875,Santa Cruz (Ih9),-10.73,165.85,-11.0,166.0,natu1246,Natügu,ntu,Austronesian,,NA,Missing data,,,,1930,2,"Both sexes participate, but males do appreciably more than females",,Graciosa Bay,Davenport(1964); ,1930,5,"Both sexes participate, but females do appreciably more than males",,Graciosa Bay,Davenport(1964); ,1930,1,"Males alone perform the activity, female participation being negligible",,Graciosa Bay,Davenport(1964); 
Ethnographic Atlas,Kiliwa,Nc34,xd1134,Kiliwa (Nc34),31.0,-115.0,31.0,-115.0,kili1268,Kiliwa,klb,Cochimi-Yuman,1880,5,"Both sexes participate, but females do appreciably more than males",,,Meigs(1939); ,,NA,Missing data,,,,1880,9,The activity is absent or unimportant in the particular society,,,Meigs(1939); ,1880,1,"Males alone perform the activity, female participation being negligible",,,Meigs(1939); 
Ethnographic Atlas,Madi,Ai33,xd363,Madi (Ai33),4.0,32.0,4.0,32.0,madi1260,Ma'di,mhi,Central Sudanic,,NA,Missing data,,,,,NA,Missing data,,,,1940,2,"Both sexes participate, but males do appreciably more than females",,,Czekanowski(1924a); Baxter and Butt(1953); Middleton(1955); ,,NA,Missing data,,,
